Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,PitLap
0 days 02:36:36.770000,14,0 days 00:01:32.069000,19,,,0 days 00:00:24.888000,0 days 00:00:42.044000,0 days 00:00:25.137000,0 days 02:35:29.589000,0 days 02:36:11.633000,0 days 02:36:36.770000,160.0,161.0,246.0,266.0,False,HARD,19.0,True,2,0 days 02:35:04.701000,Alpine,ALO,1,True,2022-05-29 14:36:04.722,
0 days 02:38:08.211000,14,0 days 00:01:31.441000,20,,,0 days 00:00:24.461000,0 days 00:00:42.072000,0 days 00:00:24.908000,0 days 02:37:01.231000,0 days 02:37:43.303000,0 days 02:38:08.211000,169.0,156.0,247.0,267.0,False,HARD,20.0,True,2,0 days 02:36:36.770000,Alpine,ALO,2,True,2022-05-29 14:37:36.791,
0 days 02:39:57.847000,14,0 days 00:01:49.636000,21,,0 days 02:39:34.056000,0 days 00:00:24.997000,0 days 00:00:43.349000,0 days 00:00:41.290000,0 days 02:38:33.208000,0 days 02:39:16.557000,0 days 02:39:57.847000,159.0,150.0,,268.0,False,HARD,21.0,True,2,0 days 02:38:08.211000,Alpine,ALO,1,False,2022-05-29 14:39:08.232,21.0
0 days 02:41:31.309000,14,0 days 00:01:33.462000,22,0 days 02:39:58.557000,,0 days 00:00:29.034000,0 days 00:00:40.316000,0 days 00:00:24.112000,0 days 02:40:26.881000,0 days 02:41:07.197000,0 days 02:41:31.309000,163.0,168.0,250.0,272.0,False,HARD,22.0,True,2,0 days 02:39:57.847000,Alpine,ALO,1,False,2022-05-29 14:40:57.868,
0 days 02:42:59.477000,14,0 days 00:01:28.168000,23,,,0 days 00:00:24.502000,0 days 00:00:40.057000,0 days 00:00:23.609000,0 days 02:41:55.811000,0 days 02:42:35.868000,0 days 02:42:59.477000,167.0,169.0,251.0,270.0,False,HARD,23.0,True,2,0 days 02:41:31.309000,Alpine,ALO,1,True,2022-05-29 14:42:31.330,
0 days 02:44:25.521000,14,0 days 00:01:26.044000,24,,,0 days 00:00:23.813000,0 days 00:00:39.425000,0 days 00:00:22.806000,0 days 02:43:23.290000,0 days 02:44:02.715000,0 days 02:44:25.521000,169.0,171.0,252.0,273.0,False,HARD,24.0,True,2,0 days 02:42:59.477000,Alpine,ALO,1,True,2022-05-29 14:43:59.498,
0 days 02:45:50.328000,14,0 days 00:01:24.807000,25,,,0 days 00:00:22.881000,0 days 00:00:39.263000,0 days 00:00:22.663000,0 days 02:44:48.402000,0 days 02:45:27.665000,0 days 02:45:50.328000,176.0,172.0,252.0,272.0,False,HARD,25.0,True,2,0 days 02:44:25.521000,Alpine,ALO,1,True,2022-05-29 14:45:25.542,
0 days 02:47:26.309000,14,0 days 00:01:35.981000,26,,,0 days 00:00:22.660000,0 days 00:00:41.259000,0 days 00:00:32.062000,0 days 02:46:12.988000,0 days 02:46:54.247000,0 days 02:47:26.309000,179.0,112.0,153.0,272.0,False,HARD,26.0,True,2,0 days 02:45:50.328000,Alpine,ALO,26,False,2022-05-29 14:46:50.349,
0 days 02:49:22.618000,14,0 days 00:01:56.309000,27,,,0 days 00:00:32.022000,0 days 00:00:53.868000,0 days 00:00:30.419000,0 days 02:47:58.331000,0 days 02:48:52.199000,0 days 02:49:22.618000,88.0,133.0,121.0,156.0,False,HARD,27.0,True,2,0 days 02:47:26.309000,Alpine,ALO,64,False,2022-05-29 14:48:26.330,
0 days 02:51:18.206000,14,0 days 00:01:55.588000,28,,,0 days 00:00:32.904000,0 days 00:00:52.728000,0 days 00:00:29.956000,0 days 02:49:55.522000,0 days 02:50:48.250000,0 days 02:51:18.206000,60.0,125.0,205.0,128.0,False,HARD,28.0,True,2,0 days 02:49:22.618000,Alpine,ALO,4,False,2022-05-29 14:50:22.639,
0 days 02:53:07.787000,14,0 days 00:01:49.581000,29,,,0 days 00:00:27.707000,0 days 00:00:48.140000,0 days 00:00:33.734000,0 days 02:51:45.913000,0 days 02:52:34.053000,0 days 02:53:07.787000,144.0,133.0,194.0,189.0,False,HARD,29.0,True,2,0 days 02:51:18.206000,Alpine,ALO,4,False,2022-05-29 14:52:18.227,
0 days 03:14:42.991000,14,,30,,0 days 02:55:01.575000,0 days 00:00:31.265000,0 days 00:00:52.614000,,0 days 02:53:39.156000,0 days 02:54:31.725000,,128.0,130.0,,129.0,False,HARD,30.0,True,2,0 days 02:53:07.787000,Alpine,ALO,45,False,2022-05-29 14:54:07.808,30.0
0 days 03:17:03.841000,14,0 days 00:02:20.850000,31,0 days 03:14:43.680000,,0 days 00:00:34.790000,0 days 00:01:09.367000,0 days 00:00:36.693000,0 days 03:15:17.781000,0 days 03:16:27.148000,0 days 03:17:03.841000,71.0,143.0,154.0,100.0,False,MEDIUM,1.0,True,3,0 days 03:14:00.322000,Alpine,ALO,1,False,2022-05-29 15:15:00.343,
0 days 03:18:59.969000,14,0 days 00:01:56.128000,32,,,0 days 00:00:33.587000,0 days 00:00:54.008000,0 days 00:00:28.533000,0 days 03:17:37.428000,0 days 03:18:31.436000,0 days 03:18:59.969000,104.0,137.0,253.0,198.0,False,MEDIUM,2.0,True,3,0 days 03:17:03.841000,Alpine,ALO,1,True,2022-05-29 15:18:03.862,
0 days 03:20:24.774000,14,0 days 00:01:24.805000,33,,,0 days 00:00:22.969000,0 days 00:00:39.458000,0 days 00:00:22.378000,0 days 03:19:22.938000,0 days 03:20:02.396000,0 days 03:20:24.774000,166.0,168.0,254.0,278.0,False,MEDIUM,3.0,True,3,0 days 03:18:59.969000,Alpine,ALO,1,True,2022-05-29 15:19:59.990,
0 days 03:21:47.671000,14,0 days 00:01:22.897000,34,,,0 days 00:00:22.268000,0 days 00:00:38.555000,0 days 00:00:22.074000,0 days 03:20:47.042000,0 days 03:21:25.597000,0 days 03:21:47.671000,182.0,174.0,253.0,276.0,False,MEDIUM,4.0,True,3,0 days 03:20:24.774000,Alpine,ALO,1,True,2022-05-29 15:21:24.795,
0 days 03:23:10.422000,14,0 days 00:01:22.751000,35,,,0 days 00:00:22.192000,0 days 00:00:38.538000,0 days 00:00:22.021000,0 days 03:22:09.863000,0 days 03:22:48.401000,0 days 03:23:10.422000,173.0,174.0,253.0,276.0,False,MEDIUM,5.0,True,3,0 days 03:21:47.671000,Alpine,ALO,1,True,2022-05-29 15:22:47.692,
0 days 03:24:32.681000,14,0 days 00:01:22.259000,36,,,0 days 00:00:21.956000,0 days 00:00:38.379000,0 days 00:00:21.924000,0 days 03:23:32.378000,0 days 03:24:10.757000,0 days 03:24:32.681000,179.0,173.0,254.0,274.0,False,MEDIUM,6.0,True,3,0 days 03:23:10.422000,Alpine,ALO,1,True,2022-05-29 15:24:10.443,
0 days 03:25:54.433000,14,0 days 00:01:21.752000,37,,,0 days 00:00:21.898000,0 days 00:00:38.097000,0 days 00:00:21.757000,0 days 03:24:54.579000,0 days 03:25:32.676000,0 days 03:25:54.433000,184.0,176.0,253.0,274.0,False,MEDIUM,7.0,True,3,0 days 03:24:32.681000,Alpine,ALO,1,True,2022-05-29 15:25:32.702,
0 days 03:27:15.885000,14,0 days 00:01:21.452000,38,,,0 days 00:00:21.810000,0 days 00:00:37.847000,0 days 00:00:21.795000,0 days 03:26:16.243000,0 days 03:26:54.090000,0 days 03:27:15.885000,185.0,175.0,253.0,274.0,False,MEDIUM,8.0,True,3,0 days 03:25:54.433000,Alpine,ALO,1,True,2022-05-29 15:26:54.454,
0 days 03:28:36.217000,14,0 days 00:01:20.332000,39,,,0 days 00:00:21.391000,0 days 00:00:37.400000,0 days 00:00:21.541000,0 days 03:27:37.276000,0 days 03:28:14.676000,0 days 03:28:36.217000,187.0,175.0,253.0,274.0,False,MEDIUM,9.0,True,3,0 days 03:27:15.885000,Alpine,ALO,1,True,2022-05-29 15:28:15.906,
0 days 03:29:55.926000,14,0 days 00:01:19.709000,40,,,0 days 00:00:21.252000,0 days 00:00:37.149000,0 days 00:00:21.308000,0 days 03:28:57.469000,0 days 03:29:34.618000,0 days 03:29:55.926000,192.0,179.0,253.0,273.0,False,MEDIUM,10.0,True,3,0 days 03:28:36.217000,Alpine,ALO,1,True,2022-05-29 15:29:36.238,
0 days 03:31:15.935000,14,0 days 00:01:20.009000,41,,,0 days 00:00:21.067000,0 days 00:00:37.362000,0 days 00:00:21.580000,0 days 03:30:16.993000,0 days 03:30:54.355000,0 days 03:31:15.935000,194.0,181.0,253.0,273.0,False,MEDIUM,11.0,True,3,0 days 03:29:55.926000,Alpine,ALO,1,True,2022-05-29 15:30:55.947,
0 days 03:32:36.010000,14,0 days 00:01:20.075000,42,,,0 days 00:00:21.143000,0 days 00:00:37.486000,0 days 00:00:21.446000,0 days 03:31:37.078000,0 days 03:32:14.564000,0 days 03:32:36.010000,191.0,180.0,253.0,273.0,False,MEDIUM,12.0,True,3,0 days 03:31:15.935000,Alpine,ALO,1,True,2022-05-29 15:32:15.956,
0 days 03:33:55.770000,14,0 days 00:01:19.760000,43,,,0 days 00:00:21.104000,0 days 00:00:37.442000,0 days 00:00:21.214000,0 days 03:32:57.114000,0 days 03:33:34.556000,0 days 03:33:55.770000,195.0,181.0,253.0,272.0,False,MEDIUM,13.0,True,3,0 days 03:32:36.010000,Alpine,ALO,1,True,2022-05-29 15:33:36.031,
0 days 03:35:15.143000,14,0 days 00:01:19.373000,44,,,0 days 00:00:20.959000,0 days 00:00:37.242000,0 days 00:00:21.172000,0 days 03:34:16.729000,0 days 03:34:53.971000,0 days 03:35:15.143000,193.0,181.0,253.0,273.0,False,MEDIUM,14.0,True,3,0 days 03:33:55.770000,Alpine,ALO,1,True,2022-05-29 15:34:55.791,
0 days 03:36:34.189000,14,0 days 00:01:19.046000,45,,,0 days 00:00:20.970000,0 days 00:00:36.971000,0 days 00:00:21.105000,0 days 03:35:36.113000,0 days 03:36:13.084000,0 days 03:36:34.189000,,181.0,253.0,273.0,False,MEDIUM,15.0,True,3,0 days 03:35:15.143000,Alpine,ALO,1,True,2022-05-29 15:36:15.164,
0 days 03:37:52.919000,14,0 days 00:01:18.730000,46,,,0 days 00:00:20.961000,0 days 00:00:36.836000,0 days 00:00:20.933000,0 days 03:36:55.150000,0 days 03:37:31.986000,0 days 03:37:52.919000,198.0,185.0,253.0,272.0,False,MEDIUM,16.0,True,3,0 days 03:36:34.189000,Alpine,ALO,1,True,2022-05-29 15:37:34.210,
0 days 03:39:11.420000,14,0 days 00:01:18.501000,47,,,0 days 00:00:20.776000,0 days 00:00:36.914000,0 days 00:00:20.811000,0 days 03:38:13.695000,0 days 03:38:50.609000,0 days 03:39:11.420000,194.0,186.0,253.0,272.0,False,MEDIUM,17.0,True,3,0 days 03:37:52.919000,Alpine,ALO,1,True,2022-05-29 15:38:52.940,
0 days 03:40:30.043000,14,0 days 00:01:18.623000,48,,,0 days 00:00:20.915000,0 days 00:00:36.818000,0 days 00:00:20.890000,0 days 03:39:32.335000,0 days 03:40:09.153000,0 days 03:40:30.043000,,185.0,253.0,272.0,False,MEDIUM,18.0,True,3,0 days 03:39:11.420000,Alpine,ALO,1,True,2022-05-29 15:40:11.441,
0 days 03:41:47.585000,14,0 days 00:01:17.542000,49,,,0 days 00:00:20.784000,0 days 00:00:36.234000,0 days 00:00:20.524000,0 days 03:40:50.827000,0 days 03:41:27.061000,0 days 03:41:47.585000,200.0,190.0,253.0,272.0,False,MEDIUM,19.0,True,3,0 days 03:40:30.043000,Alpine,ALO,1,True,2022-05-29 15:41:30.064,
0 days 03:43:03.467000,14,0 days 00:01:15.882000,50,,,0 days 00:00:20.205000,0 days 00:00:35.650000,0 days 00:00:20.027000,0 days 03:42:07.790000,0 days 03:42:43.440000,0 days 03:43:03.467000,206.0,195.0,253.0,272.0,True,MEDIUM,20.0,True,3,0 days 03:41:47.585000,Alpine,ALO,1,True,2022-05-29 15:42:47.606,
0 days 03:44:22.101000,14,0 days 00:01:18.634000,51,,,0 days 00:00:20.736000,0 days 00:00:36.848000,0 days 00:00:21.050000,0 days 03:43:24.203000,0 days 03:44:01.051000,0 days 03:44:22.101000,193.0,185.0,253.0,272.0,False,MEDIUM,21.0,True,3,0 days 03:43:03.467000,Alpine,ALO,1,True,2022-05-29 15:44:03.488,
0 days 03:45:40.913000,14,0 days 00:01:18.812000,52,,,0 days 00:00:20.896000,0 days 00:00:36.860000,0 days 00:00:21.056000,0 days 03:44:42.997000,0 days 03:45:19.857000,0 days 03:45:40.913000,192.0,186.0,254.0,273.0,False,MEDIUM,22.0,True,3,0 days 03:44:22.101000,Alpine,ALO,1,True,2022-05-29 15:45:22.122,
0 days 03:46:59.824000,14,0 days 00:01:18.911000,53,,,0 days 00:00:20.752000,0 days 00:00:36.914000,0 days 00:00:21.245000,0 days 03:46:01.665000,0 days 03:46:38.579000,0 days 03:46:59.824000,195.0,183.0,253.0,273.0,False,MEDIUM,23.0,True,3,0 days 03:45:40.913000,Alpine,ALO,1,True,2022-05-29 15:46:40.934,
0 days 03:48:16.959000,14,0 days 00:01:17.135000,54,,,0 days 00:00:20.663000,0 days 00:00:36.038000,0 days 00:00:20.434000,0 days 03:47:20.487000,0 days 03:47:56.525000,0 days 03:48:16.959000,198.0,188.0,254.0,273.0,False,MEDIUM,24.0,True,3,0 days 03:46:59.824000,Alpine,ALO,1,True,2022-05-29 15:47:59.845,
0 days 03:49:34.283000,14,0 days 00:01:17.324000,55,,,0 days 00:00:20.458000,0 days 00:00:36.312000,0 days 00:00:20.554000,0 days 03:48:37.417000,0 days 03:49:13.729000,0 days 03:49:34.283000,193.0,186.0,254.0,273.0,False,MEDIUM,25.0,True,3,0 days 03:48:16.959000,Alpine,ALO,1,True,2022-05-29 15:49:16.980,
0 days 03:50:52.082000,14,0 days 00:01:17.799000,56,,,0 days 00:00:20.705000,0 days 00:00:36.394000,0 days 00:00:20.700000,0 days 03:49:54.988000,0 days 03:50:31.382000,0 days 03:50:52.082000,196.0,188.0,253.0,273.0,False,MEDIUM,26.0,True,3,0 days 03:49:34.283000,Alpine,ALO,2,True,2022-05-29 15:50:34.304,
0 days 03:52:10.874000,14,0 days 00:01:18.792000,57,,,0 days 00:00:20.507000,0 days 00:00:37.013000,0 days 00:00:21.272000,0 days 03:51:12.589000,0 days 03:51:49.602000,0 days 03:52:10.874000,195.0,179.0,253.0,273.0,False,MEDIUM,27.0,True,3,0 days 03:50:52.082000,Alpine,ALO,1,True,2022-05-29 15:51:52.103,
0 days 03:53:29.404000,14,0 days 00:01:18.530000,58,,,0 days 00:00:20.755000,0 days 00:00:36.855000,0 days 00:00:20.920000,0 days 03:52:31.629000,0 days 03:53:08.484000,0 days 03:53:29.404000,194.0,184.0,254.0,274.0,False,MEDIUM,28.0,True,3,0 days 03:52:10.874000,Alpine,ALO,1,True,2022-05-29 15:53:10.895,
0 days 03:54:45.348000,14,0 days 00:01:15.944000,59,,,0 days 00:00:20.208000,0 days 00:00:35.520000,0 days 00:00:20.216000,0 days 03:53:49.612000,0 days 03:54:25.132000,0 days 03:54:45.348000,203.0,192.0,254.0,274.0,False,MEDIUM,29.0,True,3,0 days 03:53:29.404000,Alpine,ALO,2,True,2022-05-29 15:54:29.425,
0 days 03:56:03.120000,14,0 days 00:01:17.772000,60,,,0 days 00:00:20.682000,0 days 00:00:36.486000,0 days 00:00:20.604000,0 days 03:55:06.030000,0 days 03:55:42.516000,0 days 03:56:03.120000,198.0,187.0,256.0,275.0,False,MEDIUM,30.0,True,3,0 days 03:54:45.348000,Alpine,ALO,1,True,2022-05-29 15:55:45.369,
0 days 03:57:20.818000,14,0 days 00:01:17.698000,61,,,0 days 00:00:20.626000,0 days 00:00:36.432000,0 days 00:00:20.640000,0 days 03:56:23.746000,0 days 03:57:00.178000,0 days 03:57:20.818000,195.0,188.0,255.0,275.0,False,MEDIUM,31.0,True,3,0 days 03:56:03.120000,Alpine,ALO,1,True,2022-05-29 15:57:03.141,
0 days 03:58:38.291000,14,0 days 00:01:17.473000,62,,,0 days 00:00:20.489000,0 days 00:00:36.310000,0 days 00:00:20.674000,0 days 03:57:41.307000,0 days 03:58:17.617000,0 days 03:58:38.291000,198.0,188.0,255.0,275.0,False,MEDIUM,32.0,True,3,0 days 03:57:20.818000,Alpine,ALO,1,True,2022-05-29 15:58:20.839,
0 days 03:59:57.500000,14,0 days 00:01:19.209000,63,,,0 days 00:00:20.952000,0 days 00:00:37.134000,0 days 00:00:21.123000,0 days 03:58:59.243000,0 days 03:59:36.377000,0 days 03:59:57.500000,186.0,185.0,254.0,263.0,False,MEDIUM,33.0,True,3,0 days 03:58:38.291000,Alpine,ALO,1,True,2022-05-29 15:59:38.312,
0 days 04:01:17.154000,14,0 days 00:01:19.654000,64,,,0 days 00:00:20.892000,0 days 00:00:36.902000,0 days 00:00:21.860000,0 days 04:00:18.392000,0 days 04:00:55.294000,0 days 04:01:17.154000,191.0,179.0,228.0,265.0,False,MEDIUM,34.0,True,3,0 days 03:59:57.500000,Alpine,ALO,1,True,2022-05-29 16:00:57.521,
0 days 02:06:46.280000,44,,1,0 days 02:04:38.157000,0 days 02:04:38.015000,,0 days 00:01:04.028000,0 days 00:00:31.428000,,0 days 02:06:14.982000,0 days 02:06:46.357000,109.0,124.0,199.0,169.0,False,INTERMEDIATE,1.0,True,2,0 days 02:04:00.206000,Mercedes,HAM,2,False,2022-05-29 14:05:00.227,1.0
0 days 02:09:03.589000,44,0 days 00:02:17.309000,2,,,0 days 00:00:35.195000,0 days 00:01:02.882000,0 days 00:00:39.232000,0 days 02:07:21.475000,0 days 02:08:24.357000,0 days 02:09:03.589000,99.0,123.0,221.0,136.0,False,INTERMEDIATE,2.0,True,2,0 days 02:06:46.280000,Mercedes,HAM,4,False,2022-05-29 14:07:46.301,
0 days 02:10:50.586000,44,0 days 00:01:46.997000,3,,,0 days 00:00:29.047000,0 days 00:00:49.796000,0 days 00:00:28.154000,0 days 02:09:32.636000,0 days 02:10:22.432000,0 days 02:10:50.586000,122.0,128.0,237.0,232.0,False,INTERMEDIATE,3.0,True,2,0 days 02:09:03.589000,Mercedes,HAM,1,False,2022-05-29 14:10:03.610,
0 days 02:12:33.895000,44,0 days 00:01:43.309000,4,,,0 days 00:00:27.750000,0 days 00:00:48.178000,0 days 00:00:27.381000,0 days 02:11:18.336000,0 days 02:12:06.514000,0 days 02:12:33.895000,127.0,130.0,240.0,227.0,False,INTERMEDIATE,4.0,True,2,0 days 02:10:50.586000,Mercedes,HAM,1,True,2022-05-29 14:11:50.607,
0 days 02:14:15.657000,44,0 days 00:01:41.762000,5,,,0 days 00:00:27.032000,0 days 00:00:47.489000,0 days 00:00:27.241000,0 days 02:13:00.927000,0 days 02:13:48.416000,0 days 02:14:15.657000,142.0,138.0,220.0,217.0,False,INTERMEDIATE,5.0,True,2,0 days 02:12:33.895000,Mercedes,HAM,1,True,2022-05-29 14:13:33.916,
0 days 02:15:56.771000,44,0 days 00:01:41.114000,6,,,0 days 00:00:27.014000,0 days 00:00:47.137000,0 days 00:00:26.963000,0 days 02:14:42.671000,0 days 02:15:29.808000,0 days 02:15:56.771000,130.0,140.0,235.0,242.0,False,INTERMEDIATE,6.0,True,2,0 days 02:14:15.657000,Mercedes,HAM,2,True,2022-05-29 14:15:15.678,
0 days 02:17:37.249000,44,0 days 00:01:40.478000,7,,,0 days 00:00:27.528000,0 days 00:00:46.467000,0 days 00:00:26.483000,0 days 02:16:24.299000,0 days 02:17:10.766000,0 days 02:17:37.249000,133.0,142.0,194.0,246.0,False,INTERMEDIATE,7.0,True,2,0 days 02:15:56.771000,Mercedes,HAM,1,True,2022-05-29 14:16:56.792,
0 days 02:19:16.994000,44,0 days 00:01:39.745000,8,,,0 days 00:00:27.139000,0 days 00:00:46.311000,0 days 00:00:26.295000,0 days 02:18:04.388000,0 days 02:18:50.699000,0 days 02:19:16.994000,140.0,136.0,241.0,250.0,False,INTERMEDIATE,8.0,True,2,0 days 02:17:37.249000,Mercedes,HAM,1,True,2022-05-29 14:18:37.270,
0 days 02:20:54.540000,44,0 days 00:01:37.546000,9,,,0 days 00:00:25.786000,0 days 00:00:45.552000,0 days 00:00:26.208000,0 days 02:19:42.780000,0 days 02:20:28.332000,0 days 02:20:54.540000,145.0,137.0,241.0,255.0,False,INTERMEDIATE,9.0,True,2,0 days 02:19:16.994000,Mercedes,HAM,1,True,2022-05-29 14:20:17.015,
0 days 02:22:31.920000,44,0 days 00:01:37.380000,10,,,0 days 00:00:25.732000,0 days 00:00:45.404000,0 days 00:00:26.244000,0 days 02:21:20.272000,0 days 02:22:05.676000,0 days 02:22:31.920000,146.0,138.0,242.0,253.0,False,INTERMEDIATE,10.0,True,2,0 days 02:20:54.540000,Mercedes,HAM,2,True,2022-05-29 14:21:54.561,
0 days 02:24:08.058000,44,0 days 00:01:36.138000,11,,,0 days 00:00:25.507000,0 days 00:00:44.441000,0 days 00:00:26.190000,0 days 02:22:57.427000,0 days 02:23:41.868000,0 days 02:24:08.058000,149.0,135.0,242.0,265.0,False,INTERMEDIATE,11.0,True,2,0 days 02:22:31.920000,Mercedes,HAM,2,True,2022-05-29 14:23:31.941,
0 days 02:25:44.620000,44,0 days 00:01:36.562000,12,,,0 days 00:00:25.506000,0 days 00:00:44.560000,0 days 00:00:26.496000,0 days 02:24:33.564000,0 days 02:25:18.124000,0 days 02:25:44.620000,147.0,133.0,241.0,260.0,False,INTERMEDIATE,12.0,True,2,0 days 02:24:08.058000,Mercedes,HAM,1,True,2022-05-29 14:25:08.079,
0 days 02:27:21.370000,44,0 days 00:01:36.750000,13,,,0 days 00:00:25.884000,0 days 00:00:44.457000,0 days 00:00:26.409000,0 days 02:26:10.504000,0 days 02:26:54.961000,0 days 02:27:21.370000,143.0,137.0,241.0,261.0,False,INTERMEDIATE,13.0,True,2,0 days 02:25:44.620000,Mercedes,HAM,1,True,2022-05-29 14:26:44.641,
0 days 02:28:56.197000,44,0 days 00:01:34.827000,14,,,0 days 00:00:25.322000,0 days 00:00:43.066000,0 days 00:00:26.439000,0 days 02:27:46.692000,0 days 02:28:29.758000,0 days 02:28:56.197000,148.0,144.0,240.0,264.0,False,INTERMEDIATE,14.0,True,2,0 days 02:27:21.370000,Mercedes,HAM,1,True,2022-05-29 14:28:21.391,
0 days 02:30:46.582000,44,0 days 00:01:50.385000,15,,0 days 02:30:22.523000,0 days 00:00:25.394000,0 days 00:00:42.766000,0 days 00:00:42.225000,0 days 02:29:21.591000,0 days 02:30:04.357000,0 days 02:30:46.582000,,146.0,,268.0,False,INTERMEDIATE,15.0,True,2,0 days 02:28:56.197000,Mercedes,HAM,1,False,2022-05-29 14:29:56.218,15.0
0 days 02:32:18.734000,44,0 days 00:01:32.152000,16,0 days 02:30:47.214000,,0 days 00:00:27.172000,0 days 00:00:39.875000,0 days 00:00:25.105000,0 days 02:31:13.754000,0 days 02:31:53.629000,0 days 02:32:18.734000,151.0,158.0,246.0,272.0,False,INTERMEDIATE,16.0,True,2,0 days 02:30:46.582000,Mercedes,HAM,1,False,2022-05-29 14:31:46.603,
0 days 02:33:48.980000,44,0 days 00:01:30.246000,17,,,0 days 00:00:23.832000,0 days 00:00:40.461000,0 days 00:00:25.953000,0 days 02:32:42.566000,0 days 02:33:23.027000,0 days 02:33:48.980000,163.0,160.0,245.0,275.0,False,INTERMEDIATE,17.0,True,2,0 days 02:32:18.734000,Mercedes,HAM,2,True,2022-05-29 14:33:18.755,
0 days 02:35:23.529000,44,0 days 00:01:34.549000,18,,,0 days 00:00:26.489000,0 days 00:00:42.316000,0 days 00:00:25.744000,0 days 02:34:15.469000,0 days 02:34:57.785000,0 days 02:35:23.529000,145.0,159.0,249.0,262.0,False,INTERMEDIATE,18.0,True,2,0 days 02:33:48.980000,Mercedes,HAM,1,True,2022-05-29 14:34:49.001,
0 days 02:36:56.093000,44,0 days 00:01:32.564000,19,,,0 days 00:00:25.215000,0 days 00:00:41.862000,0 days 00:00:25.487000,0 days 02:35:48.744000,0 days 02:36:30.606000,0 days 02:36:56.093000,149.0,162.0,252.0,264.0,False,INTERMEDIATE,19.0,True,2,0 days 02:35:23.529000,Mercedes,HAM,1,True,2022-05-29 14:36:23.550,
0 days 02:38:27.596000,44,0 days 00:01:31.503000,20,,,0 days 00:00:24.427000,0 days 00:00:41.742000,0 days 00:00:25.334000,0 days 02:37:20.520000,0 days 02:38:02.262000,0 days 02:38:27.596000,156.0,166.0,254.0,269.0,False,INTERMEDIATE,20.0,True,2,0 days 02:36:56.093000,Mercedes,HAM,2,True,2022-05-29 14:37:56.114,
0 days 02:39:58.674000,44,0 days 00:01:31.078000,21,,,0 days 00:00:24.232000,0 days 00:00:42.073000,0 days 00:00:24.773000,0 days 02:38:51.828000,0 days 02:39:33.901000,0 days 02:39:58.674000,164.0,165.0,249.0,269.0,False,INTERMEDIATE,21.0,True,2,0 days 02:38:27.596000,Mercedes,HAM,1,True,2022-05-29 14:39:27.617,
0 days 02:41:43.733000,44,0 days 00:01:45.059000,22,,0 days 02:41:19.985000,0 days 00:00:23.838000,0 days 00:00:40.715000,0 days 00:00:40.506000,0 days 02:40:22.512000,0 days 02:41:03.227000,0 days 02:41:43.733000,160.0,162.0,,274.0,False,INTERMEDIATE,22.0,True,2,0 days 02:39:58.674000,Mercedes,HAM,1,False,2022-05-29 14:40:58.695,22.0
0 days 02:43:13.459000,44,0 days 00:01:29.726000,23,0 days 02:41:44.382000,,0 days 00:00:27.436000,0 days 00:00:39.258000,0 days 00:00:23.032000,0 days 02:42:11.169000,0 days 02:42:50.427000,0 days 02:43:13.459000,158.0,163.0,252.0,275.0,False,HARD,1.0,True,3,0 days 02:41:43.733000,Mercedes,HAM,1,False,2022-05-29 14:42:43.754,
0 days 02:44:36.285000,44,0 days 00:01:22.826000,24,,,0 days 00:00:22.963000,0 days 00:00:37.845000,0 days 00:00:22.018000,0 days 02:43:36.422000,0 days 02:44:14.267000,0 days 02:44:36.285000,167.0,177.0,253.0,276.0,False,HARD,2.0,True,3,0 days 02:43:13.459000,Mercedes,HAM,1,True,2022-05-29 14:44:13.480,
0 days 02:45:58.272000,44,0 days 00:01:21.987000,25,,,0 days 00:00:21.814000,0 days 00:00:37.969000,0 days 00:00:22.204000,0 days 02:44:58.099000,0 days 02:45:36.068000,0 days 02:45:58.272000,178.0,173.0,254.0,275.0,False,HARD,3.0,True,3,0 days 02:44:36.285000,Mercedes,HAM,1,True,2022-05-29 14:45:36.306,
