Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,PitLap
0 days 02:32:52.687000,6,0 days 00:01:32.971000,16,,,0 days 00:00:24.727000,0 days 00:00:42.786000,0 days 00:00:25.458000,0 days 02:31:44.443000,0 days 02:32:27.229000,0 days 02:32:52.687000,154.0,143.0,244.0,270.0,False,MEDIUM,14.0,True,4,0 days 02:31:19.716000,Williams,LAT,1,True,2022-05-29 14:32:19.737,
0 days 02:34:25.864000,6,0 days 00:01:33.177000,17,,,0 days 00:00:24.652000,0 days 00:00:42.861000,0 days 00:00:25.664000,0 days 02:33:17.339000,0 days 02:34:00.200000,0 days 02:34:25.864000,160.0,149.0,246.0,258.0,False,MEDIUM,15.0,True,4,0 days 02:32:52.687000,Williams,LAT,2,True,2022-05-29 14:33:52.708,
0 days 02:35:59.278000,6,0 days 00:01:33.414000,18,,,0 days 00:00:24.772000,0 days 00:00:42.555000,0 days 00:00:26.087000,0 days 02:34:50.636000,0 days 02:35:33.191000,0 days 02:35:59.278000,153.0,151.0,248.0,273.0,False,MEDIUM,16.0,True,4,0 days 02:34:25.864000,Williams,LAT,1,True,2022-05-29 14:35:25.885,
0 days 02:37:52.633000,6,0 days 00:01:53.355000,19,,0 days 02:37:26.686000,0 days 00:00:24.660000,0 days 00:00:42.916000,0 days 00:00:45.779000,0 days 02:36:23.938000,0 days 02:37:06.854000,0 days 02:37:52.633000,155.0,149.0,,258.0,False,MEDIUM,17.0,True,4,0 days 02:35:59.278000,Williams,LAT,1,False,2022-05-29 14:36:59.299,19.0
0 days 02:39:32.733000,6,0 days 00:01:40.100000,20,0 days 02:37:53.316000,,0 days 00:00:30.854000,0 days 00:00:43.487000,0 days 00:00:25.759000,0 days 02:38:23.487000,0 days 02:39:06.974000,0 days 02:39:32.733000,132.0,144.0,225.0,257.0,False,MEDIUM,18.0,True,4,0 days 02:37:52.633000,Williams,LAT,2,False,2022-05-29 14:38:52.654,
0 days 02:41:11.813000,6,0 days 00:01:39.080000,21,,,0 days 00:00:26.065000,0 days 00:00:45.681000,0 days 00:00:27.334000,0 days 02:39:58.798000,0 days 02:40:44.479000,0 days 02:41:11.813000,154.0,115.0,242.0,256.0,False,MEDIUM,19.0,True,4,0 days 02:39:32.733000,Williams,LAT,1,True,2022-05-29 14:40:32.754,
0 days 02:42:44.515000,6,0 days 00:01:32.702000,22,,,0 days 00:00:24.698000,0 days 00:00:41.483000,0 days 00:00:26.521000,0 days 02:41:36.511000,0 days 02:42:17.994000,0 days 02:42:44.515000,152.0,153.0,242.0,270.0,False,MEDIUM,20.0,True,4,0 days 02:41:11.813000,Williams,LAT,1,True,2022-05-29 14:42:11.834,
0 days 02:44:17.936000,6,0 days 00:01:33.421000,23,,,0 days 00:00:24.906000,0 days 00:00:40.793000,0 days 00:00:27.722000,0 days 02:43:09.421000,0 days 02:43:50.214000,0 days 02:44:17.936000,166.0,156.0,244.0,272.0,False,MEDIUM,21.0,True,4,0 days 02:42:44.515000,Williams,LAT,1,True,2022-05-29 14:43:44.536,
0 days 02:45:45.554000,6,0 days 00:01:27.618000,24,,,0 days 00:00:24.075000,0 days 00:00:39.962000,0 days 00:00:23.581000,0 days 02:44:42.011000,0 days 02:45:21.973000,0 days 02:45:45.554000,165.0,163.0,251.0,273.0,False,MEDIUM,22.0,True,4,0 days 02:44:17.936000,Williams,LAT,1,True,2022-05-29 14:45:17.957,
0 days 02:47:23.227000,6,0 days 00:01:37.673000,25,,,0 days 00:00:23.113000,0 days 00:00:40.067000,0 days 00:00:34.493000,0 days 02:46:08.667000,0 days 02:46:48.734000,0 days 02:47:23.227000,166.0,112.0,236.0,277.0,False,MEDIUM,23.0,True,4,0 days 02:45:45.554000,Williams,LAT,26,False,2022-05-29 14:46:45.575,
0 days 02:49:18.199000,6,0 days 00:01:54.972000,26,,,0 days 00:00:30.001000,0 days 00:00:53.887000,0 days 00:00:31.084000,0 days 02:47:53.228000,0 days 02:48:47.115000,0 days 02:49:18.199000,128.0,114.0,233.0,184.0,False,MEDIUM,24.0,True,4,0 days 02:47:23.227000,Williams,LAT,64,False,2022-05-29 14:48:23.248,
0 days 02:51:12.233000,6,0 days 00:01:54.034000,27,,,0 days 00:00:32.561000,0 days 00:00:50.949000,0 days 00:00:30.524000,0 days 02:49:50.760000,0 days 02:50:41.709000,0 days 02:51:12.233000,46.0,137.0,227.0,196.0,False,MEDIUM,25.0,True,4,0 days 02:49:18.199000,Williams,LAT,4,False,2022-05-29 14:50:18.220,
0 days 02:53:05.704000,6,0 days 00:01:53.471000,28,,,0 days 00:00:26.666000,0 days 00:00:51.662000,0 days 00:00:35.143000,0 days 02:51:38.899000,0 days 02:52:30.561000,0 days 02:53:05.704000,149.0,130.0,215.0,225.0,False,MEDIUM,26.0,True,4,0 days 02:51:12.233000,Williams,LAT,4,False,2022-05-29 14:52:12.254,
0 days 03:14:40.141000,6,,29,,0 days 02:54:59.229000,0 days 00:00:30.896000,0 days 00:00:51.097000,,0 days 02:53:36.665000,0 days 02:54:27.742000,,128.0,93.0,,203.0,False,MEDIUM,27.0,True,4,0 days 02:53:05.704000,Williams,LAT,45,False,2022-05-29 14:54:05.725,29.0
0 days 03:16:23.141000,6,0 days 00:01:43,30,0 days 03:14:40.810000,,0 days 00:00:32.390000,0 days 00:00:45.335000,0 days 00:00:25.275000,0 days 03:15:12.531000,0 days 03:15:57.866000,0 days 03:16:23.141000,122.0,135.0,239.0,226.0,False,MEDIUM,28.0,True,4,0 days 03:14:00.322000,Williams,LAT,1,False,2022-05-29 15:15:00.343,
0 days 03:17:54.918000,6,0 days 00:01:31.777000,31,,,0 days 00:00:24.416000,0 days 00:00:43.442000,0 days 00:00:23.919000,0 days 03:16:47.557000,0 days 03:17:30.999000,0 days 03:17:54.918000,156.0,155.0,255.0,261.0,False,MEDIUM,29.0,True,4,0 days 03:16:23.141000,Williams,LAT,1,True,2022-05-29 15:17:23.162,
0 days 03:19:19.005000,6,0 days 00:01:24.087000,32,,,0 days 00:00:23.598000,0 days 00:00:37.385000,0 days 00:00:23.104000,0 days 03:18:18.516000,0 days 03:18:55.901000,0 days 03:19:19.005000,168.0,158.0,256.0,276.0,False,MEDIUM,30.0,True,4,0 days 03:17:54.918000,Williams,LAT,1,True,2022-05-29 15:18:54.939,
0 days 03:20:42.578000,6,0 days 00:01:23.573000,33,,,0 days 00:00:22.698000,0 days 00:00:38.767000,0 days 00:00:22.108000,0 days 03:19:41.703000,0 days 03:20:20.470000,0 days 03:20:42.578000,179.0,172.0,259.0,281.0,False,MEDIUM,31.0,True,4,0 days 03:19:19.005000,Williams,LAT,1,True,2022-05-29 15:20:19.026,
0 days 03:22:05.513000,6,0 days 00:01:22.935000,34,,,0 days 00:00:22.006000,0 days 00:00:39.001000,0 days 00:00:21.928000,0 days 03:21:04.584000,0 days 03:21:43.585000,0 days 03:22:05.513000,180.0,173.0,259.0,283.0,False,MEDIUM,32.0,True,4,0 days 03:20:42.578000,Williams,LAT,1,True,2022-05-29 15:21:42.599,
0 days 03:23:26.903000,6,0 days 00:01:21.390000,35,,,0 days 00:00:21.930000,0 days 00:00:37.912000,0 days 00:00:21.548000,0 days 03:22:27.443000,0 days 03:23:05.355000,0 days 03:23:26.903000,179.0,176.0,260.0,284.0,False,MEDIUM,33.0,True,4,0 days 03:22:05.513000,Williams,LAT,1,True,2022-05-29 15:23:05.534,
0 days 03:24:47,6,0 days 00:01:20.097000,36,,,0 days 00:00:21.529000,0 days 00:00:37.354000,0 days 00:00:21.214000,0 days 03:23:48.432000,0 days 03:24:25.786000,0 days 03:24:47,189.0,178.0,260.0,284.0,False,MEDIUM,34.0,True,4,0 days 03:23:26.903000,Williams,LAT,1,True,2022-05-29 15:24:26.924,
0 days 03:26:07.665000,6,0 days 00:01:20.665000,37,,,0 days 00:00:21.387000,0 days 00:00:37.693000,0 days 00:00:21.585000,0 days 03:25:08.387000,0 days 03:25:46.080000,0 days 03:26:07.665000,,175.0,259.0,284.0,False,MEDIUM,35.0,True,4,0 days 03:24:47,Williams,LAT,1,True,2022-05-29 15:25:47.021,
0 days 03:27:27.946000,6,0 days 00:01:20.281000,38,,,0 days 00:00:21.447000,0 days 00:00:37.363000,0 days 00:00:21.471000,0 days 03:26:29.112000,0 days 03:27:06.475000,0 days 03:27:27.946000,190.0,176.0,261.0,285.0,False,MEDIUM,36.0,True,4,0 days 03:26:07.665000,Williams,LAT,1,True,2022-05-29 15:27:07.686,
0 days 03:28:48.320000,6,0 days 00:01:20.374000,39,,,0 days 00:00:21.490000,0 days 00:00:37.584000,0 days 00:00:21.300000,0 days 03:27:49.436000,0 days 03:28:27.020000,0 days 03:28:48.320000,187.0,176.0,261.0,286.0,False,MEDIUM,37.0,True,4,0 days 03:27:27.946000,Williams,LAT,1,True,2022-05-29 15:28:27.967,
0 days 03:30:08.582000,6,0 days 00:01:20.262000,40,,,0 days 00:00:21.346000,0 days 00:00:37.571000,0 days 00:00:21.345000,0 days 03:29:09.666000,0 days 03:29:47.237000,0 days 03:30:08.582000,192.0,177.0,261.0,285.0,False,MEDIUM,38.0,True,4,0 days 03:28:48.320000,Williams,LAT,1,True,2022-05-29 15:29:48.341,
0 days 03:31:28.409000,6,0 days 00:01:19.827000,41,,,0 days 00:00:21.255000,0 days 00:00:37.627000,0 days 00:00:20.945000,0 days 03:30:29.837000,0 days 03:31:07.464000,0 days 03:31:28.409000,185.0,179.0,262.0,285.0,False,MEDIUM,39.0,True,4,0 days 03:30:08.582000,Williams,LAT,1,True,2022-05-29 15:31:08.603,
0 days 03:32:47.698000,6,0 days 00:01:19.289000,42,,,0 days 00:00:21.069000,0 days 00:00:37.185000,0 days 00:00:21.035000,0 days 03:31:49.478000,0 days 03:32:26.663000,0 days 03:32:47.698000,188.0,183.0,262.0,286.0,False,MEDIUM,40.0,True,4,0 days 03:31:28.409000,Williams,LAT,1,True,2022-05-29 15:32:28.430,
0 days 03:34:06.277000,6,0 days 00:01:18.579000,43,,,0 days 00:00:20.935000,0 days 00:00:36.653000,0 days 00:00:20.991000,0 days 03:33:08.633000,0 days 03:33:45.286000,0 days 03:34:06.277000,194.0,183.0,263.0,287.0,True,MEDIUM,41.0,True,4,0 days 03:32:47.698000,Williams,LAT,1,True,2022-05-29 15:33:47.719,
0 days 03:35:25.123000,6,0 days 00:01:18.846000,44,,,0 days 00:00:20.913000,0 days 00:00:36.928000,0 days 00:00:21.005000,0 days 03:34:27.190000,0 days 03:35:04.118000,0 days 03:35:25.123000,187.0,182.0,264.0,287.0,False,MEDIUM,42.0,True,4,0 days 03:34:06.277000,Williams,LAT,1,True,2022-05-29 15:35:06.298,
0 days 03:36:44.266000,6,0 days 00:01:19.143000,45,,,0 days 00:00:20.752000,0 days 00:00:37.229000,0 days 00:00:21.162000,0 days 03:35:45.875000,0 days 03:36:23.104000,0 days 03:36:44.266000,191.0,181.0,270.0,286.0,False,MEDIUM,43.0,True,4,0 days 03:35:25.123000,Williams,LAT,1,True,2022-05-29 15:36:25.144,
0 days 03:38:04.383000,6,0 days 00:01:20.117000,46,,,0 days 00:00:21.335000,0 days 00:00:37.153000,0 days 00:00:21.629000,0 days 03:37:05.601000,0 days 03:37:42.754000,0 days 03:38:04.383000,186.0,185.0,263.0,288.0,False,MEDIUM,44.0,True,4,0 days 03:36:44.266000,Williams,LAT,1,True,2022-05-29 15:37:44.287,
0 days 03:39:23.472000,6,0 days 00:01:19.089000,47,,,0 days 00:00:20.966000,0 days 00:00:37.006000,0 days 00:00:21.117000,0 days 03:38:25.349000,0 days 03:39:02.355000,0 days 03:39:23.472000,192.0,182.0,264.0,287.0,False,MEDIUM,45.0,True,4,0 days 03:38:04.383000,Williams,LAT,1,True,2022-05-29 15:39:04.404,
0 days 03:40:43.147000,6,0 days 00:01:19.675000,48,,,0 days 00:00:21.110000,0 days 00:00:37.417000,0 days 00:00:21.148000,0 days 03:39:44.582000,0 days 03:40:21.999000,0 days 03:40:43.147000,190.0,182.0,270.0,286.0,False,MEDIUM,46.0,True,4,0 days 03:39:23.472000,Williams,LAT,1,True,2022-05-29 15:40:23.493,
0 days 03:42:04.895000,6,0 days 00:01:21.748000,49,,,0 days 00:00:20.944000,0 days 00:00:38.850000,0 days 00:00:21.954000,0 days 03:41:04.091000,0 days 03:41:42.941000,0 days 03:42:04.895000,187.0,166.0,263.0,287.0,False,MEDIUM,47.0,True,4,0 days 03:40:43.147000,Williams,LAT,1,True,2022-05-29 15:41:43.168,
0 days 03:43:23.765000,6,0 days 00:01:18.870000,50,,,0 days 00:00:21.003000,0 days 00:00:37.122000,0 days 00:00:20.745000,0 days 03:42:25.898000,0 days 03:43:03.020000,0 days 03:43:23.765000,189.0,188.0,270.0,286.0,False,MEDIUM,48.0,True,4,0 days 03:42:04.895000,Williams,LAT,1,True,2022-05-29 15:43:04.916,
0 days 03:44:42.544000,6,0 days 00:01:18.779000,51,,,0 days 00:00:21.002000,0 days 00:00:37.017000,0 days 00:00:20.760000,0 days 03:43:44.767000,0 days 03:44:21.784000,0 days 03:44:42.544000,192.0,188.0,270.0,286.0,False,MEDIUM,49.0,True,4,0 days 03:43:23.765000,Williams,LAT,1,True,2022-05-29 15:44:23.786,
0 days 03:46:01.274000,6,0 days 00:01:18.730000,52,,,0 days 00:00:20.767000,0 days 00:00:37.100000,0 days 00:00:20.863000,0 days 03:45:03.311000,0 days 03:45:40.411000,0 days 03:46:01.274000,198.0,187.0,270.0,287.0,False,MEDIUM,50.0,True,4,0 days 03:44:42.544000,Williams,LAT,1,True,2022-05-29 15:45:42.565,
0 days 03:47:20.443000,6,0 days 00:01:19.169000,53,,,0 days 00:00:20.946000,0 days 00:00:37.350000,0 days 00:00:20.873000,0 days 03:46:22.220000,0 days 03:46:59.570000,0 days 03:47:20.443000,,186.0,264.0,286.0,False,MEDIUM,51.0,True,4,0 days 03:46:01.274000,Williams,LAT,1,True,2022-05-29 15:47:01.295,
0 days 03:48:39.503000,6,0 days 00:01:19.060000,54,,,0 days 00:00:20.824000,0 days 00:00:37.198000,0 days 00:00:21.038000,0 days 03:47:41.267000,0 days 03:48:18.465000,0 days 03:48:39.503000,194.0,186.0,262.0,285.0,False,MEDIUM,52.0,True,4,0 days 03:47:20.443000,Williams,LAT,1,True,2022-05-29 15:48:20.464,
0 days 03:49:58.956000,6,0 days 00:01:19.453000,55,,,0 days 00:00:20.676000,0 days 00:00:37.605000,0 days 00:00:21.172000,0 days 03:49:00.179000,0 days 03:49:37.784000,0 days 03:49:58.956000,193.0,184.0,263.0,286.0,False,MEDIUM,53.0,True,4,0 days 03:48:39.503000,Williams,LAT,1,True,2022-05-29 15:49:39.524,
0 days 03:51:18.637000,6,0 days 00:01:19.681000,56,,,0 days 00:00:21.021000,0 days 00:00:37.636000,0 days 00:00:21.024000,0 days 03:50:19.977000,0 days 03:50:57.613000,0 days 03:51:18.637000,191.0,184.0,261.0,282.0,False,MEDIUM,54.0,True,4,0 days 03:49:58.956000,Williams,LAT,2,True,2022-05-29 15:50:58.977,
0 days 03:52:37.925000,6,0 days 00:01:19.288000,57,,,0 days 00:00:20.778000,0 days 00:00:37.490000,0 days 00:00:21.020000,0 days 03:51:39.415000,0 days 03:52:16.905000,0 days 03:52:37.925000,194.0,185.0,261.0,282.0,False,MEDIUM,55.0,True,4,0 days 03:51:18.637000,Williams,LAT,1,True,2022-05-29 15:52:18.658,
0 days 03:53:57.371000,6,0 days 00:01:19.446000,58,,,0 days 00:00:20.807000,0 days 00:00:37.421000,0 days 00:00:21.218000,0 days 03:52:58.732000,0 days 03:53:36.153000,0 days 03:53:57.371000,190.0,185.0,261.0,282.0,False,MEDIUM,56.0,True,4,0 days 03:52:37.925000,Williams,LAT,1,True,2022-05-29 15:53:37.946,
0 days 03:55:16.395000,6,0 days 00:01:19.024000,59,,,0 days 00:00:20.672000,0 days 00:00:37.329000,0 days 00:00:21.023000,0 days 03:54:18.043000,0 days 03:54:55.372000,0 days 03:55:16.395000,193.0,188.0,261.0,282.0,False,MEDIUM,57.0,True,4,0 days 03:53:57.371000,Williams,LAT,2,True,2022-05-29 15:54:57.392,
0 days 03:56:37.262000,6,0 days 00:01:20.867000,60,,,0 days 00:00:20.627000,0 days 00:00:37.904000,0 days 00:00:22.336000,0 days 03:55:37.022000,0 days 03:56:14.926000,0 days 03:56:37.262000,196.0,184.0,171.0,280.0,False,MEDIUM,58.0,True,4,0 days 03:55:16.395000,Williams,LAT,1,True,2022-05-29 15:56:16.416,
0 days 03:58:01.704000,6,0 days 00:01:24.442000,61,,,0 days 00:00:24.939000,0 days 00:00:38.130000,0 days 00:00:21.373000,0 days 03:57:02.201000,0 days 03:57:40.331000,0 days 03:58:01.704000,175.0,182.0,262.0,286.0,False,MEDIUM,59.0,True,4,0 days 03:56:37.262000,Williams,LAT,1,True,2022-05-29 15:57:37.283,
0 days 03:59:21.333000,6,0 days 00:01:19.629000,62,,,0 days 00:00:20.848000,0 days 00:00:37.529000,0 days 00:00:21.252000,0 days 03:58:22.552000,0 days 03:59:00.081000,0 days 03:59:21.333000,191.0,187.0,262.0,285.0,False,MEDIUM,60.0,True,4,0 days 03:58:01.704000,Williams,LAT,1,True,2022-05-29 15:59:01.725,
0 days 04:00:40.812000,6,0 days 00:01:19.479000,63,,,0 days 00:00:20.792000,0 days 00:00:37.364000,0 days 00:00:21.323000,0 days 03:59:42.125000,0 days 04:00:19.489000,0 days 04:00:40.812000,193.0,183.0,263.0,285.0,False,MEDIUM,61.0,True,4,0 days 03:59:21.333000,Williams,LAT,1,True,2022-05-29 16:00:21.354,
0 days 02:07:13.251000,24,,1,0 days 02:05:13.517000,0 days 02:05:12.907000,,0 days 00:00:54.648000,0 days 00:00:30.191000,,0 days 02:06:43.131000,0 days 02:07:13.278000,100.0,122.0,205.0,198.0,False,HARD,1.0,False,2,0 days 02:04:00.206000,Alfa Romeo,ZHO,2,False,2022-05-29 14:05:00.227,1.0
0 days 02:09:13.212000,24,0 days 00:01:59.961000,2,,,0 days 00:00:29.925000,0 days 00:00:54.654000,0 days 00:00:35.382000,0 days 02:07:43.176000,0 days 02:08:37.830000,0 days 02:09:13.212000,107.0,122.0,199.0,191.0,False,HARD,2.0,False,2,0 days 02:07:13.251000,Alfa Romeo,ZHO,4,False,2022-05-29 14:08:13.272,
0 days 02:11:01.289000,24,0 days 00:01:48.077000,3,,,0 days 00:00:29.409000,0 days 00:00:49.798000,0 days 00:00:28.870000,0 days 02:09:42.621000,0 days 02:10:32.419000,0 days 02:11:01.289000,124.0,126.0,227.0,230.0,False,HARD,3.0,False,2,0 days 02:09:13.212000,Alfa Romeo,ZHO,1,False,2022-05-29 14:10:13.233,
0 days 02:12:46.994000,24,0 days 00:01:45.705000,4,,,0 days 00:00:29.031000,0 days 00:00:48.776000,0 days 00:00:27.898000,0 days 02:11:30.320000,0 days 02:12:19.096000,0 days 02:12:46.994000,123.0,133.0,239.0,230.0,False,HARD,4.0,False,2,0 days 02:11:01.289000,Alfa Romeo,ZHO,1,True,2022-05-29 14:12:01.310,
0 days 02:14:30.279000,24,0 days 00:01:43.285000,5,,,0 days 00:00:27.859000,0 days 00:00:47.972000,0 days 00:00:27.454000,0 days 02:13:14.853000,0 days 02:14:02.825000,0 days 02:14:30.279000,126.0,135.0,241.0,241.0,False,HARD,5.0,False,2,0 days 02:12:46.994000,Alfa Romeo,ZHO,2,True,2022-05-29 14:13:47.015,
0 days 02:16:13.718000,24,0 days 00:01:43.439000,6,,,0 days 00:00:27.494000,0 days 00:00:48.271000,0 days 00:00:27.674000,0 days 02:14:57.773000,0 days 02:15:46.044000,0 days 02:16:13.718000,129.0,135.0,237.0,238.0,False,HARD,6.0,False,2,0 days 02:14:30.279000,Alfa Romeo,ZHO,1,True,2022-05-29 14:15:30.300,
0 days 02:17:55.733000,24,0 days 00:01:42.015000,7,,,0 days 00:00:27.554000,0 days 00:00:47.380000,0 days 00:00:27.081000,0 days 02:16:41.272000,0 days 02:17:28.652000,0 days 02:17:55.733000,136.0,137.0,242.0,247.0,False,HARD,7.0,False,2,0 days 02:16:13.718000,Alfa Romeo,ZHO,1,True,2022-05-29 14:17:13.739,
0 days 02:19:36.389000,24,0 days 00:01:40.656000,8,,,0 days 00:00:26.846000,0 days 00:00:46.767000,0 days 00:00:27.043000,0 days 02:18:22.579000,0 days 02:19:09.346000,0 days 02:19:36.389000,137.0,137.0,242.0,256.0,False,HARD,8.0,False,2,0 days 02:17:55.733000,Alfa Romeo,ZHO,1,True,2022-05-29 14:18:55.754,
0 days 02:21:16.765000,24,0 days 00:01:40.376000,9,,,0 days 00:00:26.743000,0 days 00:00:46.681000,0 days 00:00:26.952000,0 days 02:20:03.132000,0 days 02:20:49.813000,0 days 02:21:16.765000,139.0,137.0,242.0,264.0,False,HARD,9.0,False,2,0 days 02:19:36.389000,Alfa Romeo,ZHO,1,True,2022-05-29 14:20:36.410,
0 days 02:22:56.199000,24,0 days 00:01:39.434000,10,,,0 days 00:00:26.414000,0 days 00:00:46.234000,0 days 00:00:26.786000,0 days 02:21:43.179000,0 days 02:22:29.413000,0 days 02:22:56.199000,147.0,126.0,243.0,266.0,False,HARD,10.0,False,2,0 days 02:21:16.765000,Alfa Romeo,ZHO,2,True,2022-05-29 14:22:16.786,
0 days 02:24:34.822000,24,0 days 00:01:38.623000,11,,,0 days 00:00:26.127000,0 days 00:00:45.421000,0 days 00:00:27.075000,0 days 02:23:22.326000,0 days 02:24:07.747000,0 days 02:24:34.822000,,134.0,241.0,267.0,False,HARD,11.0,False,2,0 days 02:22:56.199000,Alfa Romeo,ZHO,2,True,2022-05-29 14:23:56.220,
0 days 02:26:14.458000,24,0 days 00:01:39.636000,12,,,0 days 00:00:25.947000,0 days 00:00:46.124000,0 days 00:00:27.565000,0 days 02:25:00.769000,0 days 02:25:46.893000,0 days 02:26:14.458000,138.0,135.0,242.0,267.0,False,HARD,12.0,False,2,0 days 02:24:34.822000,Alfa Romeo,ZHO,1,True,2022-05-29 14:25:34.843,
0 days 02:27:54.368000,24,0 days 00:01:39.910000,13,,,0 days 00:00:26.679000,0 days 00:00:45.351000,0 days 00:00:27.880000,0 days 02:26:41.137000,0 days 02:27:26.488000,0 days 02:27:54.368000,143.0,134.0,243.0,266.0,False,HARD,13.0,False,2,0 days 02:26:14.458000,Alfa Romeo,ZHO,1,True,2022-05-29 14:27:14.479,
0 days 02:29:32.153000,24,0 days 00:01:37.785000,14,,,0 days 00:00:25.878000,0 days 00:00:44.964000,0 days 00:00:26.943000,0 days 02:28:20.246000,0 days 02:29:05.210000,0 days 02:29:32.153000,148.0,141.0,242.0,266.0,False,HARD,14.0,False,2,0 days 02:27:54.368000,Alfa Romeo,ZHO,1,True,2022-05-29 14:28:54.389,
0 days 02:31:08.505000,24,0 days 00:01:36.352000,15,,,0 days 00:00:25.397000,0 days 00:00:44.385000,0 days 00:00:26.570000,0 days 02:29:57.550000,0 days 02:30:41.935000,0 days 02:31:08.505000,149.0,142.0,244.0,269.0,False,HARD,15.0,False,2,0 days 02:29:32.153000,Alfa Romeo,ZHO,1,True,2022-05-29 14:30:32.174,
0 days 02:32:44.230000,24,0 days 00:01:35.725000,16,,,0 days 00:00:25.229000,0 days 00:00:44.197000,0 days 00:00:26.299000,0 days 02:31:33.734000,0 days 02:32:17.931000,0 days 02:32:44.230000,153.0,144.0,245.0,270.0,False,HARD,16.0,False,2,0 days 02:31:08.505000,Alfa Romeo,ZHO,1,True,2022-05-29 14:32:08.526,
0 days 02:34:20.375000,24,0 days 00:01:36.145000,17,,,0 days 00:00:25.041000,0 days 00:00:43.641000,0 days 00:00:27.463000,0 days 02:33:09.271000,0 days 02:33:52.912000,0 days 02:34:20.375000,157.0,148.0,245.0,270.0,False,HARD,17.0,False,2,0 days 02:32:44.230000,Alfa Romeo,ZHO,2,True,2022-05-29 14:33:44.251,
0 days 02:35:55.363000,24,0 days 00:01:34.988000,18,,,0 days 00:00:25.193000,0 days 00:00:43.487000,0 days 00:00:26.308000,0 days 02:34:45.568000,0 days 02:35:29.055000,0 days 02:35:55.363000,153.0,151.0,246.0,269.0,False,HARD,18.0,False,2,0 days 02:34:20.375000,Alfa Romeo,ZHO,1,True,2022-05-29 14:35:20.396,
0 days 02:37:48.471000,24,0 days 00:01:53.108000,19,,0 days 02:37:23.605000,0 days 00:00:25.487000,0 days 00:00:44.239000,0 days 00:00:43.382000,0 days 02:36:20.850000,0 days 02:37:05.089000,0 days 02:37:48.471000,149.0,149.0,,270.0,False,HARD,19.0,False,2,0 days 02:35:55.363000,Alfa Romeo,ZHO,1,False,2022-05-29 14:36:55.384,19.0
0 days 02:39:27.922000,24,0 days 00:01:39.451000,20,0 days 02:37:49.205000,,0 days 00:00:31.040000,0 days 00:00:42.509000,0 days 00:00:25.902000,0 days 02:38:19.511000,0 days 02:39:02.020000,0 days 02:39:27.922000,139.0,159.0,244.0,270.0,False,HARD,20.0,False,2,0 days 02:37:48.471000,Alfa Romeo,ZHO,2,False,2022-05-29 14:38:48.492,
0 days 02:40:58.498000,24,0 days 00:01:30.576000,21,,,0 days 00:00:24.172000,0 days 00:00:40.207000,0 days 00:00:26.197000,0 days 02:39:52.094000,0 days 02:40:32.301000,0 days 02:40:58.498000,162.0,169.0,245.0,275.0,False,HARD,21.0,False,2,0 days 02:39:27.922000,Alfa Romeo,ZHO,1,True,2022-05-29 14:40:27.943,
0 days 02:42:31.947000,24,0 days 00:01:33.449000,22,,,0 days 00:00:25.094000,0 days 00:00:41.883000,0 days 00:00:26.472000,0 days 02:41:23.592000,0 days 02:42:05.475000,0 days 02:42:31.947000,154.0,156.0,248.0,267.0,False,HARD,22.0,False,2,0 days 02:40:58.498000,Alfa Romeo,ZHO,1,True,2022-05-29 14:41:58.519,
0 days 02:43:58.829000,24,0 days 00:01:26.882000,23,,,0 days 00:00:23.187000,0 days 00:00:39.135000,0 days 00:00:24.560000,0 days 02:42:55.134000,0 days 02:43:34.269000,0 days 02:43:58.829000,186.0,168.0,167.0,274.0,False,HARD,23.0,False,2,0 days 02:42:31.947000,Alfa Romeo,ZHO,1,True,2022-05-29 14:43:31.968,
0 days 02:45:27.330000,24,0 days 00:01:28.501000,24,,,0 days 00:00:24.463000,0 days 00:00:41.455000,0 days 00:00:22.583000,0 days 02:44:23.292000,0 days 02:45:04.747000,0 days 02:45:27.330000,123.0,179.0,253.0,278.0,False,HARD,24.0,False,2,0 days 02:43:58.829000,Alfa Romeo,ZHO,1,True,2022-05-29 14:44:58.850,
0 days 02:46:49.707000,24,0 days 00:01:22.377000,25,,,0 days 00:00:21.629000,0 days 00:00:37.379000,0 days 00:00:23.369000,0 days 02:45:48.959000,0 days 02:46:26.338000,0 days 02:46:49.707000,191.0,182.0,168.0,278.0,False,HARD,25.0,False,2,0 days 02:45:27.330000,Alfa Romeo,ZHO,26,False,2022-05-29 14:46:27.351,
0 days 02:48:54.503000,24,0 days 00:02:04.796000,26,,,0 days 00:00:40.865000,0 days 00:00:48.215000,0 days 00:00:35.716000,0 days 02:47:30.572000,0 days 02:48:18.787000,0 days 02:48:54.503000,127.0,110.0,171.0,155.0,False,HARD,26.0,False,2,0 days 02:46:49.707000,Alfa Romeo,ZHO,64,False,2022-05-29 14:47:49.728,
